YearStart,LocationAbbr,LocationDesc,Stratification1,StratificationCategoryId1
2021,IA,Iowa,55 - 64,AGEYR
2022,IA,Iowa,35 - 44,AGEYR
2022,IA,Iowa,65 or older,AGEYR
2022,IA,Iowa,45 - 54,AGEYR
2022,IA,Iowa,25 - 34,AGEYR
2022,IA,Iowa,55 - 64,AGEYR
2022,IA,Iowa,18 - 24,AGEYR
2020,KS,Kansas,18 - 24,AGEYR
2018,KS,Kansas,18 - 24,AGEYR
2018,KS,Kansas,55 - 64,AGEYR
2018,KS,Kansas,45 - 54,AGEYR
2018,KS,Kansas,25 - 34,AGEYR
2018,KS,Kansas,35 - 44,AGEYR
2018,KS,Kansas,65 or older,AGEYR
2020,KS,Kansas,55 - 64,AGEYR
2020,KS,Kansas,45 - 54,AGEYR
2020,KS,Kansas,25 - 34,AGEYR
2020,KS,Kansas,35 - 44,AGEYR
2020,KS,Kansas,65 or older,AGEYR
2017,KS,Kansas,35 - 44,AGEYR
2017,KS,Kansas,25 - 34,AGEYR
2017,KS,Kansas,65 or older,AGEYR
2013,KS,Kansas,65 or older,AGEYR
2012,KS,Kansas,18 - 24,AGEYR
2014,KS,Kansas,35 - 44,AGEYR
2012,KS,Kansas,35 - 44,AGEYR
2012,KS,Kansas,45 - 54,AGEYR
2015,KS,Kansas,65 or older,AGEYR
2017,KS,Kansas,18 - 24,AGEYR
2017,KS,Kansas,45 - 54,AGEYR
2017,KS,Kansas,55 - 64,AGEYR
2014,KS,Kansas,25 - 34,AGEYR
2011,KS,Kansas,18 - 24,AGEYR
2015,KS,Kansas,35 - 44,AGEYR
2014,KS,Kansas,18 - 24,AGEYR
2011,KS,Kansas,25 - 34,AGEYR
2019,KS,Kansas,55 - 64,AGEYR
2013,KS,Kansas,45 - 54,AGEYR
2014,KS,Kansas,55 - 64,AGEYR
2019,KS,Kansas,45 - 54,AGEYR
2019,KS,Kansas,18 - 24,AGEYR
2014,KS,Kansas,65 or older,AGEYR
2013,KS,Kansas,35 - 44,AGEYR
2019,KS,Kansas,25 - 34,AGEYR
2019,KS,Kansas,35 - 44,AGEYR
2013,KS,Kansas,55 - 64,AGEYR
2012,KS,Kansas,55 - 64,AGEYR
2019,KS,Kansas,65 or older,AGEYR
2012,KS,Kansas,25 - 34,AGEYR
2015,KS,Kansas,55 - 64,AGEYR
2015,KS,Kansas,45 - 54,AGEYR
2015,KS,Kansas,25 - 34,AGEYR
2013,KS,Kansas,25 - 34,AGEYR
2011,KS,Kansas,55 - 64,AGEYR
2011,KS,Kansas,65 or older,AGEYR
2014,KS,Kansas,45 - 54,AGEYR
2012,KS,Kansas,65 or older,AGEYR
2015,KS,Kansas,18 - 24,AGEYR
2011,KS,Kansas,35 - 44,AGEYR
2011,KS,Kansas,45 - 54,AGEYR
2013,KS,Kansas,18 - 24,AGEYR
2016,KS,Kansas,45 - 54,AGEYR
2016,KS,Kansas,65 or older,AGEYR
2016,KS,Kansas,35 - 44,AGEYR
2016,KS,Kansas,55 - 64,AGEYR
2016,KS,Kansas,18 - 24,AGEYR
2016,KS,Kansas,25 - 34,AGEYR
2021,KS,Kansas,18 - 24,AGEYR
2021,KS,Kansas,25 - 34,AGEYR
2021,KS,Kansas,35 - 44,AGEYR
2021,KS,Kansas,65 or older,AGEYR
2021,KS,Kansas,45 - 54,AGEYR
2021,KS,Kansas,55 - 64,AGEYR
2022,KS,Kansas,25 - 34,AGEYR
2022,KS,Kansas,55 - 64,AGEYR
2022,KS,Kansas,18 - 24,AGEYR
2022,KS,Kansas,45 - 54,AGEYR
2022,KS,Kansas,35 - 44,AGEYR
2022,KS,Kansas,65 or older,AGEYR
2016,KY,Kentucky,45 - 54,AGEYR
2016,KY,Kentucky,35 - 44,AGEYR
2018,KY,Kentucky,55 - 64,AGEYR
2018,KY,Kentucky,18 - 24,AGEYR
2018,KY,Kentucky,45 - 54,AGEYR
2018,KY,Kentucky,35 - 44,AGEYR
2018,KY,Kentucky,65 or older,AGEYR
2018,KY,Kentucky,25 - 34,AGEYR
2020,KY,Kentucky,55 - 64,AGEYR
2020,KY,Kentucky,18 - 24,AGEYR
2020,KY,Kentucky,45 - 54,AGEYR
2020,KY,Kentucky,35 - 44,AGEYR
2020,KY,Kentucky,65 or older,AGEYR
2020,KY,Kentucky,25 - 34,AGEYR
2017,KY,Kentucky,55 - 64,AGEYR
2017,KY,Kentucky,35 - 44,AGEYR
2017,KY,Kentucky,45 - 54,AGEYR
2014,KY,Kentucky,55 - 64,AGEYR
2011,KY,Kentucky,55 - 64,AGEYR
2015,KY,Kentucky,45 - 54,AGEYR
2012,KY,Kentucky,18 - 24,AGEYR
2012,KY,Kentucky,25 - 34,AGEYR
2012,KY,Kentucky,55 - 64,AGEYR
2017,KY,Kentucky,65 or older,AGEYR
2017,KY,Kentucky,25 - 34,AGEYR
2015,KY,Kentucky,55 - 64,AGEYR
2011,KY,Kentucky,25 - 34,AGEYR
2017,KY,Kentucky,18 - 24,AGEYR
2011,KY,Kentucky,45 - 54,AGEYR
2013,KY,Kentucky,45 - 54,AGEYR
2011,KY,Kentucky,18 - 24,AGEYR
2019,KY,Kentucky,55 - 64,AGEYR
2019,KY,Kentucky,18 - 24,AGEYR
2019,KY,Kentucky,65 or older,AGEYR
2019,KY,Kentucky,25 - 34,AGEYR
2012,KY,Kentucky,35 - 44,AGEYR
2019,KY,Kentucky,35 - 44,AGEYR
2014,KY,Kentucky,35 - 44,AGEYR
2019,KY,Kentucky,45 - 54,AGEYR
2013,KY,Kentucky,25 - 34,AGEYR
2015,KY,Kentucky,35 - 44,AGEYR
2011,KY,Kentucky,65 or older,AGEYR
2013,KY,Kentucky,65 or older,AGEYR
2012,KY,Kentucky,45 - 54,AGEYR
2014,KY,Kentucky,65 or older,AGEYR
2013,KY,Kentucky,55 - 64,AGEYR
2015,KY,Kentucky,25 - 34,AGEYR
2012,KY,Kentucky,65 or older,AGEYR
2013,KY,Kentucky,18 - 24,AGEYR
2015,KY,Kentucky,65 or older,AGEYR
2014,KY,Kentucky,18 - 24,AGEYR
2011,KY,Kentucky,35 - 44,AGEYR
2013,KY,Kentucky,35 - 44,AGEYR
2015,KY,Kentucky,18 - 24,AGEYR
2014,KY,Kentucky,45 - 54,AGEYR
2014,KY,Kentucky,25 - 34,AGEYR
2016,KY,Kentucky,55 - 64,AGEYR
2016,KY,Kentucky,65 or older,AGEYR
2016,KY,Kentucky,25 - 34,AGEYR
2016,KY,Kentucky,18 - 24,AGEYR
2021,KY,Kentucky,65 or older,AGEYR
2021,KY,Kentucky,25 - 34,AGEYR
2021,KY,Kentucky,35 - 44,AGEYR
2021,KY,Kentucky,45 - 54,AGEYR
2021,KY,Kentucky,18 - 24,AGEYR
2021,KY,Kentucky,55 - 64,AGEYR
2022,KY,Kentucky,25 - 34,AGEYR
2022,KY,Kentucky,45 - 54,AGEYR
2022,KY,Kentucky,35 - 44,AGEYR
2022,KY,Kentucky,18 - 24,AGEYR
2022,KY,Kentucky,65 or older,AGEYR
2022,KY,Kentucky,55 - 64,AGEYR
2018,LA,Louisiana,65 or older,AGEYR
2018,LA,Louisiana,18 - 24,AGEYR
2018,LA,Louisiana,55 - 64,AGEYR
2018,LA,Louisiana,25 - 34,AGEYR
2018,LA,Louisiana,45 - 54,AGEYR
2018,LA,Louisiana,35 - 44,AGEYR
2020,LA,Louisiana,65 or older,AGEYR
2020,LA,Louisiana,18 - 24,AGEYR
2016,LA,Louisiana,18 - 24,AGEYR
2020,LA,Louisiana,55 - 64,AGEYR
2016,LA,Louisiana,25 - 34,AGEYR
2020,LA,Louisiana,25 - 34,AGEYR
2020,LA,Louisiana,45 - 54,AGEYR
2020,LA,Louisiana,35 - 44,AGEYR
2017,LA,Louisiana,18 - 24,AGEYR
2017,LA,Louisiana,45 - 54,AGEYR
2017,LA,Louisiana,55 - 64,AGEYR
2017,LA,Louisiana,25 - 34,AGEYR
2017,LA,Louisiana,65 or older,AGEYR
2011,LA,Louisiana,55 - 64,AGEYR
2011,LA,Louisiana,65 or older,AGEYR
2015,LA,Louisiana,65 or older,AGEYR
2012,LA,Louisiana,25 - 34,AGEYR
2015,LA,Louisiana,55 - 64,AGEYR
2015,LA,Louisiana,18 - 24,AGEYR
2014,LA,Louisiana,25 - 34,AGEYR
2012,LA,Louisiana,35 - 44,AGEYR
2017,LA,Louisiana,35 - 44,AGEYR
2012,LA,Louisiana,65 or older,AGEYR
2011,LA,Louisiana,45 - 54,AGEYR
2019,LA,Louisiana,25 - 34,AGEYR
2013,LA,Louisiana,45 - 54,AGEYR
2019,LA,Louisiana,65 or older,AGEYR
2014,LA,Louisiana,35 - 44,AGEYR
2019,LA,Louisiana,18 - 24,AGEYR
2019,LA,Louisiana,55 - 64,AGEYR
2015,LA,Louisiana,25 - 34,AGEYR
2019,LA,Louisiana,45 - 54,AGEYR
2012,LA,Louisiana,45 - 54,AGEYR
2019,LA,Louisiana,35 - 44,AGEYR
2015,LA,Louisiana,35 - 44,AGEYR
2015,LA,Louisiana,45 - 54,AGEYR
2014,LA,Louisiana,18 - 24,AGEYR
2014,LA,Louisiana,65 or older,AGEYR
2013,LA,Louisiana,25 - 34,AGEYR
2011,LA,Louisiana,18 - 24,AGEYR
2014,LA,Louisiana,45 - 54,AGEYR
2011,LA,Louisiana,25 - 34,AGEYR
2013,LA,Louisiana,55 - 64,AGEYR
2013,LA,Louisiana,65 or older,AGEYR
2012,LA,Louisiana,55 - 64,AGEYR
2013,LA,Louisiana,35 - 44,AGEYR
2012,LA,Louisiana,18 - 24,AGEYR
2011,LA,Louisiana,35 - 44,AGEYR
2014,LA,Louisiana,55 - 64,AGEYR
2013,LA,Louisiana,18 - 24,AGEYR
2016,LA,Louisiana,55 - 64,AGEYR
2016,LA,Louisiana,45 - 54,AGEYR
2016,LA,Louisiana,65 or older,AGEYR
2016,LA,Louisiana,35 - 44,AGEYR
2021,LA,Louisiana,45 - 54,AGEYR
2021,LA,Louisiana,35 - 44,AGEYR
2021,LA,Louisiana,25 - 34,AGEYR
2021,LA,Louisiana,65 or older,AGEYR
2021,LA,Louisiana,18 - 24,AGEYR
2021,LA,Louisiana,55 - 64,AGEYR
2022,LA,Louisiana,45 - 54,AGEYR
2022,LA,Louisiana,65 or older,AGEYR
2022,LA,Louisiana,35 - 44,AGEYR
2022,LA,Louisiana,55 - 64,AGEYR
2022,LA,Louisiana,25 - 34,AGEYR
2022,LA,Louisiana,18 - 24,AGEYR
2018,ME,Maine,65 or older,AGEYR
2018,ME,Maine,35 - 44,AGEYR
2018,ME,Maine,18 - 24,AGEYR
2018,ME,Maine,45 - 54,AGEYR
2018,ME,Maine,55 - 64,AGEYR
2018,ME,Maine,25 - 34,AGEYR
2020,ME,Maine,65 or older,AGEYR
2020,ME,Maine,35 - 44,AGEYR
2020,ME,Maine,18 - 24,AGEYR
2020,ME,Maine,45 - 54,AGEYR
2020,ME,Maine,55 - 64,AGEYR
2020,ME,Maine,25 - 34,AGEYR
2017,ME,Maine,55 - 64,AGEYR
2017,ME,Maine,25 - 34,AGEYR
2017,ME,Maine,35 - 44,AGEYR
2017,ME,Maine,18 - 24,AGEYR
2014,ME,Maine,45 - 54,AGEYR
2011,ME,Maine,45 - 54,AGEYR
2012,ME,Maine,35 - 44,AGEYR
2015,ME,Maine,18 - 24,AGEYR
2015,ME,Maine,65 or older,AGEYR
2012,ME,Maine,18 - 24,AGEYR
2012,ME,Maine,45 - 54,AGEYR
2017,ME,Maine,45 - 54,AGEYR
2013,ME,Maine,55 - 64,AGEYR
2017,ME,Maine,65 or older,AGEYR
2012,ME,Maine,65 or older,AGEYR
2014,ME,Maine,18 - 24,AGEYR
2011,ME,Maine,18 - 24,AGEYR
2019,ME,Maine,35 - 44,AGEYR
2011,ME,Maine,65 or older,AGEYR
2014,ME,Maine,65 or older,AGEYR
2019,ME,Maine,65 or older,AGEYR
2019,ME,Maine,25 - 34,AGEYR
2015,ME,Maine,35 - 44,AGEYR
2019,ME,Maine,55 - 64,AGEYR
2014,ME,Maine,55 - 64,AGEYR
2014,ME,Maine,35 - 44,AGEYR
2013,ME,Maine,45 - 54,AGEYR
2019,ME,Maine,18 - 24,AGEYR
2019,ME,Maine,45 - 54,AGEYR
2013,ME,Maine,65 or older,AGEYR
2013,ME,Maine,35 - 44,AGEYR
2012,ME,Maine,55 - 64,AGEYR
2011,ME,Maine,55 - 64,AGEYR
2012,ME,Maine,25 - 34,AGEYR
2015,ME,Maine,45 - 54,AGEYR
2014,ME,Maine,25 - 34,AGEYR
2015,ME,Maine,25 - 34,AGEYR
2011,ME,Maine,25 - 34,AGEYR
2013,ME,Maine,18 - 24,AGEYR
2013,ME,Maine,25 - 34,AGEYR
2011,ME,Maine,35 - 44,AGEYR
2015,ME,Maine,55 - 64,AGEYR
2016,ME,Maine,18 - 24,AGEYR
2016,ME,Maine,55 - 64,AGEYR
2016,ME,Maine,65 or older,AGEYR
2016,ME,Maine,45 - 54,AGEYR
2016,ME,Maine,35 - 44,AGEYR
2016,ME,Maine,25 - 34,AGEYR
2021,ME,Maine,55 - 64,AGEYR
2021,ME,Maine,65 or older,AGEYR
2021,ME,Maine,35 - 44,AGEYR
2021,ME,Maine,25 - 34,AGEYR
2021,ME,Maine,18 - 24,AGEYR
2021,ME,Maine,45 - 54,AGEYR
2022,ME,Maine,55 - 64,AGEYR
2022,ME,Maine,35 - 44,AGEYR
2022,ME,Maine,25 - 34,AGEYR
2022,ME,Maine,18 - 24,AGEYR
2022,ME,Maine,65 or older,AGEYR
2022,ME,Maine,45 - 54,AGEYR
2017,MD,Maryland,65 or older,AGEYR
2018,MD,Maryland,35 - 44,AGEYR
2018,MD,Maryland,25 - 34,AGEYR
2018,MD,Maryland,65 or older,AGEYR
2018,MD,Maryland,18 - 24,AGEYR
2018,MD,Maryland,55 - 64,AGEYR
2018,MD,Maryland,45 - 54,AGEYR
2020,MD,Maryland,35 - 44,AGEYR
2020,MD,Maryland,25 - 34,AGEYR
2020,MD,Maryland,65 or older,AGEYR
2020,MD,Maryland,18 - 24,AGEYR
2020,MD,Maryland,55 - 64,AGEYR
2020,MD,Maryland,45 - 54,AGEYR
2017,MD,Maryland,35 - 44,AGEYR
2017,MD,Maryland,45 - 54,AGEYR
2017,MD,Maryland,25 - 34,AGEYR
2017,MD,Maryland,18 - 24,AGEYR
2013,MD,Maryland,45 - 54,AGEYR
2013,MD,Maryland,18 - 24,AGEYR
2012,MD,Maryland,65 or older,AGEYR
2011,MD,Maryland,25 - 34,AGEYR
2011,MD,Maryland,18 - 24,AGEYR
2012,MD,Maryland,45 - 54,AGEYR
2011,MD,Maryland,35 - 44,AGEYR
2015,MD,Maryland,25 - 34,AGEYR
2013,MD,Maryland,25 - 34,AGEYR
2017,MD,Maryland,55 - 64,AGEYR
2014,MD,Maryland,25 - 34,AGEYR
2019,MD,Maryland,35 - 44,AGEYR
2019,MD,Maryland,25 - 34,AGEYR
2019,MD,Maryland,45 - 54,AGEYR
2019,MD,Maryland,55 - 64,AGEYR
2019,MD,Maryland,18 - 24,AGEYR
2019,MD,Maryland,65 or older,AGEYR
2015,MD,Maryland,35 - 44,AGEYR
2011,MD,Maryland,45 - 54,AGEYR
2015,MD,Maryland,45 - 54,AGEYR
2012,MD,Maryland,55 - 64,AGEYR
2012,MD,Maryland,18 - 24,AGEYR
2012,MD,Maryland,25 - 34,AGEYR
2014,MD,Maryland,35 - 44,AGEYR
2013,MD,Maryland,35 - 44,AGEYR
2014,MD,Maryland,45 - 54,AGEYR
2013,MD,Maryland,65 or older,AGEYR
2015,MD,Maryland,18 - 24,AGEYR
2015,MD,Maryland,55 - 64,AGEYR
2011,MD,Maryland,65 or older,AGEYR
2014,MD,Maryland,55 - 64,AGEYR
2012,MD,Maryland,35 - 44,AGEYR
2013,MD,Maryland,55 - 64,AGEYR
2014,MD,Maryland,65 or older,AGEYR
2011,MD,Maryland,55 - 64,AGEYR
2015,MD,Maryland,65 or older,AGEYR
2014,MD,Maryland,18 - 24,AGEYR
2016,MD,Maryland,18 - 24,AGEYR
2016,MD,Maryland,55 - 64,AGEYR
2016,MD,Maryland,35 - 44,AGEYR
2016,MD,Maryland,65 or older,AGEYR
2016,MD,Maryland,25 - 34,AGEYR
2016,MD,Maryland,45 - 54,AGEYR
2021,MD,Maryland,55 - 64,AGEYR
2021,MD,Maryland,45 - 54,AGEYR
2021,MD,Maryland,35 - 44,AGEYR
2021,MD,Maryland,18 - 24,AGEYR
2021,MD,Maryland,65 or older,AGEYR
2021,MD,Maryland,25 - 34,AGEYR
2022,MD,Maryland,55 - 64,AGEYR
2022,MD,Maryland,65 or older,AGEYR
2022,MD,Maryland,45 - 54,AGEYR
2022,MD,Maryland,18 - 24,AGEYR
2022,MD,Maryland,35 - 44,AGEYR
2022,MD,Maryland,25 - 34,AGEYR
2018,MA,Massachusetts,35 - 44,AGEYR
2018,MA,Massachusetts,45 - 54,AGEYR
2018,MA,Massachusetts,18 - 24,AGEYR
2018,MA,Massachusetts,65 or older,AGEYR
2018,MA,Massachusetts,25 - 34,AGEYR
2018,MA,Massachusetts,55 - 64,AGEYR
2020,MA,Massachusetts,35 - 44,AGEYR
2020,MA,Massachusetts,45 - 54,AGEYR
2020,MA,Massachusetts,18 - 24,AGEYR
2020,MA,Massachusetts,65 or older,AGEYR
2020,MA,Massachusetts,25 - 34,AGEYR
2020,MA,Massachusetts,55 - 64,AGEYR
2014,MA,Massachusetts,55 - 64,AGEYR
2017,MA,Massachusetts,45 - 54,AGEYR
2017,MA,Massachusetts,55 - 64,AGEYR
2017,MA,Massachusetts,18 - 24,AGEYR
2017,MA,Massachusetts,35 - 44,AGEYR
2017,MA,Massachusetts,65 or older,AGEYR
2011,MA,Massachusetts,65 or older,AGEYR
2013,MA,Massachusetts,65 or older,AGEYR
2011,MA,Massachusetts,35 - 44,AGEYR
2015,MA,Massachusetts,65 or older,AGEYR
2015,MA,Massachusetts,18 - 24,AGEYR
2013,MA,Massachusetts,25 - 34,AGEYR
2013,MA,Massachusetts,35 - 44,AGEYR
2017,MA,Massachusetts,25 - 34,AGEYR
2012,MA,Massachusetts,65 or older,AGEYR
2019,MA,Massachusetts,25 - 34,AGEYR
2012,MA,Massachusetts,18 - 24,AGEYR
2019,MA,Massachusetts,18 - 24,AGEYR
2014,MA,Massachusetts,65 or older,AGEYR
2019,MA,Massachusetts,45 - 54,AGEYR
2019,MA,Massachusetts,55 - 64,AGEYR
2019,MA,Massachusetts,35 - 44,AGEYR
2019,MA,Massachusetts,65 or older,AGEYR
2011,MA,Massachusetts,45 - 54,AGEYR
2014,MA,Massachusetts,35 - 44,AGEYR
2015,MA,Massachusetts,55 - 64,AGEYR
2011,MA,Massachusetts,25 - 34,AGEYR
2011,MA,Massachusetts,55 - 64,AGEYR
2014,MA,Massachusetts,45 - 54,AGEYR
2013,MA,Massachusetts,45 - 54,AGEYR
2015,MA,Massachusetts,35 - 44,AGEYR
2011,MA,Massachusetts,18 - 24,AGEYR
2013,MA,Massachusetts,18 - 24,AGEYR
2012,MA,Massachusetts,35 - 44,AGEYR
2012,MA,Massachusetts,55 - 64,AGEYR
2013,MA,Massachusetts,55 - 64,AGEYR
2014,MA,Massachusetts,18 - 24,AGEYR
2012,MA,Massachusetts,45 - 54,AGEYR
2014,MA,Massachusetts,25 - 34,AGEYR
2015,MA,Massachusetts,45 - 54,AGEYR
2015,MA,Massachusetts,25 - 34,AGEYR
2012,MA,Massachusetts,25 - 34,AGEYR
2016,MA,Massachusetts,25 - 34,AGEYR
2016,MA,Massachusetts,35 - 44,AGEYR
2016,MA,Massachusetts,65 or older,AGEYR
2016,MA,Massachusetts,55 - 64,AGEYR
2016,MA,Massachusetts,18 - 24,AGEYR
2016,MA,Massachusetts,45 - 54,AGEYR
2021,MA,Massachusetts,25 - 34,AGEYR
2021,MA,Massachusetts,65 or older,AGEYR
2021,MA,Massachusetts,55 - 64,AGEYR
2021,MA,Massachusetts,35 - 44,AGEYR
2021,MA,Massachusetts,45 - 54,AGEYR
2021,MA,Massachusetts,18 - 24,AGEYR
2022,MA,Massachusetts,35 - 44,AGEYR
2022,MA,Massachusetts,65 or older,AGEYR
2022,MA,Massachusetts,45 - 54,AGEYR
2022,MA,Massachusetts,25 - 34,AGEYR
2022,MA,Massachusetts,55 - 64,AGEYR
2022,MA,Massachusetts,18 - 24,AGEYR
2016,MI,Michigan,45 - 54,AGEYR
2018,MI,Michigan,35 - 44,AGEYR
2018,MI,Michigan,45 - 54,AGEYR
2018,MI,Michigan,18 - 24,AGEYR
2018,MI,Michigan,55 - 64,AGEYR
2018,MI,Michigan,25 - 34,AGEYR
2018,MI,Michigan,65 or older,AGEYR
2020,MI,Michigan,35 - 44,AGEYR
2020,MI,Michigan,45 - 54,AGEYR
2020,MI,Michigan,18 - 24,AGEYR
2020,MI,Michigan,55 - 64,AGEYR
2020,MI,Michigan,25 - 34,AGEYR
2020,MI,Michigan,65 or older,AGEYR
2017,MI,Michigan,55 - 64,AGEYR
2017,MI,Michigan,25 - 34,AGEYR
2017,MI,Michigan,18 - 24,AGEYR
2017,MI,Michigan,35 - 44,AGEYR
2017,MI,Michigan,45 - 54,AGEYR
2015,MI,Michigan,18 - 24,AGEYR
2015,MI,Michigan,55 - 64,AGEYR
2013,MI,Michigan,65 or older,AGEYR
2014,MI,Michigan,65 or older,AGEYR
2011,MI,Michigan,25 - 34,AGEYR
2017,MI,Michigan,65 or older,AGEYR
2019,MI,Michigan,35 - 44,AGEYR
2014,MI,Michigan,35 - 44,AGEYR
2013,MI,Michigan,35 - 44,AGEYR
2019,MI,Michigan,25 - 34,AGEYR
2019,MI,Michigan,65 or older,AGEYR
2019,MI,Michigan,18 - 24,AGEYR
2014,MI,Michigan,45 - 54,AGEYR
2019,MI,Michigan,55 - 64,AGEYR
2019,MI,Michigan,45 - 54,AGEYR
2013,MI,Michigan,25 - 34,AGEYR
2015,MI,Michigan,65 or older,AGEYR
2015,MI,Michigan,35 - 44,AGEYR
2013,MI,Michigan,55 - 64,AGEYR
2011,MI,Michigan,55 - 64,AGEYR
2011,MI,Michigan,45 - 54,AGEYR
2014,MI,Michigan,55 - 64,AGEYR
2013,MI,Michigan,18 - 24,AGEYR
2014,MI,Michigan,18 - 24,AGEYR
2011,MI,Michigan,65 or older,AGEYR
2012,MI,Michigan,35 - 44,AGEYR
2012,MI,Michigan,45 - 54,AGEYR
2015,MI,Michigan,25 - 34,AGEYR
2015,MI,Michigan,45 - 54,AGEYR
2011,MI,Michigan,18 - 24,AGEYR
2012,MI,Michigan,25 - 34,AGEYR
2012,MI,Michigan,18 - 24,AGEYR
2013,MI,Michigan,45 - 54,AGEYR
2011,MI,Michigan,35 - 44,AGEYR
2014,MI,Michigan,25 - 34,AGEYR
2012,MI,Michigan,55 - 64,AGEYR
2012,MI,Michigan,65 or older,AGEYR
2016,MI,Michigan,55 - 64,AGEYR
2016,MI,Michigan,35 - 44,AGEYR
2016,MI,Michigan,25 - 34,AGEYR
2016,MI,Michigan,65 or older,AGEYR
2016,MI,Michigan,18 - 24,AGEYR
2021,MI,Michigan,25 - 34,AGEYR
2021,MI,Michigan,35 - 44,AGEYR
2021,MI,Michigan,18 - 24,AGEYR
2021,MI,Michigan,45 - 54,AGEYR
2021,MI,Michigan,55 - 64,AGEYR
2021,MI,Michigan,65 or older,AGEYR
2022,MI,Michigan,25 - 34,AGEYR
2022,MI,Michigan,18 - 24,AGEYR
2022,MI,Michigan,45 - 54,AGEYR
2022,MI,Michigan,35 - 44,AGEYR
2022,MI,Michigan,65 or older,AGEYR
2022,MI,Michigan,55 - 64,AGEYR
2018,MN,Minnesota,35 - 44,AGEYR
2018,MN,Minnesota,25 - 34,AGEYR
2018,MN,Minnesota,65 or older,AGEYR
2018,MN,Minnesota,18 - 24,AGEYR
2018,MN,Minnesota,55 - 64,AGEYR
2018,MN,Minnesota,45 - 54,AGEYR
2020,MN,Minnesota,35 - 44,AGEYR
2020,MN,Minnesota,25 - 34,AGEYR
2020,MN,Minnesota,65 or older,AGEYR
2020,MN,Minnesota,18 - 24,AGEYR
2020,MN,Minnesota,55 - 64,AGEYR
2020,MN,Minnesota,45 - 54,AGEYR
2011,MN,Minnesota,65 or older,AGEYR
2011,MN,Minnesota,25 - 34,AGEYR
2012,MN,Minnesota,25 - 34,AGEYR
2013,MN,Minnesota,35 - 44,AGEYR
2012,MN,Minnesota,45 - 54,AGEYR
2013,MN,Minnesota,55 - 64,AGEYR
2014,MN,Minnesota,65 or older,AGEYR
2017,MN,Minnesota,65 or older,AGEYR
2017,MN,Minnesota,35 - 44,AGEYR
2017,MN,Minnesota,18 - 24,AGEYR
2017,MN,Minnesota,25 - 34,AGEYR
2017,MN,Minnesota,55 - 64,AGEYR
2017,MN,Minnesota,45 - 54,AGEYR
2019,MN,Minnesota,25 - 34,AGEYR
2011,MN,Minnesota,55 - 64,AGEYR
2019,MN,Minnesota,35 - 44,AGEYR
2015,MN,Minnesota,18 - 24,AGEYR
2019,MN,Minnesota,45 - 54,AGEYR
2019,MN,Minnesota,65 or older,AGEYR
2015,MN,Minnesota,45 - 54,AGEYR
2019,MN,Minnesota,55 - 64,AGEYR
2015,MN,Minnesota,25 - 34,AGEYR
2019,MN,Minnesota,18 - 24,AGEYR
2015,MN,Minnesota,35 - 44,AGEYR
2014,MN,Minnesota,45 - 54,AGEYR
2013,MN,Minnesota,25 - 34,AGEYR
2013,MN,Minnesota,45 - 54,AGEYR
2011,MN,Minnesota,45 - 54,AGEYR
2014,MN,Minnesota,55 - 64,AGEYR
2012,MN,Minnesota,35 - 44,AGEYR
2012,MN,Minnesota,55 - 64,AGEYR
2011,MN,Minnesota,18 - 24,AGEYR
2014,MN,Minnesota,18 - 24,AGEYR
2015,MN,Minnesota,55 - 64,AGEYR
2013,MN,Minnesota,18 - 24,AGEYR
2012,MN,Minnesota,18 - 24,AGEYR
2014,MN,Minnesota,25 - 34,AGEYR
2012,MN,Minnesota,65 or older,AGEYR
2014,MN,Minnesota,35 - 44,AGEYR
2011,MN,Minnesota,35 - 44,AGEYR
2015,MN,Minnesota,65 or older,AGEYR
2013,MN,Minnesota,65 or older,AGEYR
2016,MN,Minnesota,65 or older,AGEYR
2016,MN,Minnesota,18 - 24,AGEYR
2016,MN,Minnesota,25 - 34,AGEYR
2016,MN,Minnesota,35 - 44,AGEYR
2016,MN,Minnesota,55 - 64,AGEYR
2016,MN,Minnesota,45 - 54,AGEYR
2021,MN,Minnesota,35 - 44,AGEYR
2021,MN,Minnesota,65 or older,AGEYR
2021,MN,Minnesota,25 - 34,AGEYR
2021,MN,Minnesota,55 - 64,AGEYR
2021,MN,Minnesota,18 - 24,AGEYR
2021,MN,Minnesota,45 - 54,AGEYR
2022,MN,Minnesota,45 - 54,AGEYR
2022,MN,Minnesota,65 or older,AGEYR
2022,MN,Minnesota,35 - 44,AGEYR
2022,MN,Minnesota,25 - 34,AGEYR
2022,MN,Minnesota,18 - 24,AGEYR
2022,MN,Minnesota,55 - 64,AGEYR
2018,MS,Mississippi,45 - 54,AGEYR
2018,MS,Mississippi,25 - 34,AGEYR
2018,MS,Mississippi,35 - 44,AGEYR
2018,MS,Mississippi,65 or older,AGEYR
2018,MS,Mississippi,18 - 24,AGEYR
2018,MS,Mississippi,55 - 64,AGEYR
2020,MS,Mississippi,45 - 54,AGEYR
2020,MS,Mississippi,25 - 34,AGEYR
2020,MS,Mississippi,35 - 44,AGEYR
2020,MS,Mississippi,65 or older,AGEYR
2020,MS,Mississippi,18 - 24,AGEYR
2020,MS,Mississippi,55 - 64,AGEYR
2017,MS,Mississippi,55 - 64,AGEYR
2017,MS,Mississippi,18 - 24,AGEYR
2011,MS,Mississippi,35 - 44,AGEYR
