YearStart,LocationAbbr,LocationDesc,Data_Value,QuestionID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2022,AZ,Arizona,41.6,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,AR,Arkansas,46.1,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,CA,California,32.7,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,CO,Colorado,29.2,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,CT,Connecticut,33.7,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,DE,Delaware,44.6,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,DC,District of Columbia,31.0,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,FL,Florida,38.7,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,GA,Georgia,42.9,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,GU,Guam,42.5,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,HI,Hawaii,34.4,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,ID,Idaho,39.0,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,IL,Illinois,40.0,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,IN,Indiana,46.1,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,IA,Iowa,46.8,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,KS,Kansas,38.7,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,KY,Kentucky,42.6,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,LA,Louisiana,48.2,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,ME,Maine,37.8,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,MD,Maryland,40.0,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,MA,Massachusetts,31.4,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,MI,Michigan,39.9,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,MN,Minnesota,40.2,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,MS,Mississippi,48.3,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,MO,Missouri,45.7,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,MT,Montana,33.9,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,US,National,39.9,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,NE,Nebraska,44.2,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,NV,Nevada,37.5,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,NH,New Hampshire,37.0,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,NJ,New Jersey,34.5,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,NM,New Mexico,38.3,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,NY,New York,35.7,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,NC,North Carolina,43.1,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,ND,North Dakota,42.9,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,OH,Ohio,46.2,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,OK,Oklahoma,48.5,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,OR,Oregon,37.3,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,PA,Pennsylvania,39.6,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,PR,Puerto Rico,47.4,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,RI,Rhode Island,33.8,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,SC,South Carolina,40.9,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,SD,South Dakota,42.1,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,TN,Tennessee,47.3,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,TX,Texas,44.4,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,UT,Utah,37.5,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,VT,Vermont,31.6,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,VI,Virgin Islands,42.5,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,VA,Virginia,40.3,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
